NO,국문,영문,학명,관리현황,분류군,학명-수정,특성
76,가시대나무,,Bambusa bambos</em> (L.) Voss,유입주의 생물,식물,Bambusa bambos,"Bambusa bambos, the giant thorny bamboo, Indian thorny bamboo, spiny bamboo, or thorny bamboo, is a species of clumping bamboo native to southern Asia (India, Bangladesh, Sri Lanka and Indochina). It is also naturalized in Seychelles, Central America, West Indies, Java, Malaysia, Maluku, and the Philippines."
77,남방대나무,,Bambusa vulgaris</em> Schrad. ex J.C.Wendl.,유입주의 생물,식물,Bambusa vulgaris,"Bambusa vulgaris,  common bamboo, is an open-clump type bamboo species. It is native to Indochina and to the province of Yunnan in southern China, but it has been widely cultivated in many other places and has become naturalized in several regions. Among bamboo species, it is one of the largest and most easily recognized."
78,큰반디코트쥐,,Bandicota indica</em>,유입주의 생물,포유류,Bandicota indica,"The greater bandicoot rat or Indian bandicoot rat (Bandicota indica) is a species of rodent in the family Muridae found in Bangladesh, China, India, Indonesia, Laos, Malaysia, Myanmar, Nepal, Sri Lanka, Taiwan, Thailand, and Vietnam[Pakistan].
It can grow to about 27–29 cm without including the tail which can grow to 28 cm. These should not be confused with marsupial bandicoots which inhabit Australia and neighbouring New Guinea, which were named after the bandicota rats."
79,수염잉어,Barbel,Barbus barbus</em>,유입주의 생물,어류,Barbus barbus,"Barbel may refer to:

Barbel (anatomy), a whisker-like organ near the mouth found in some fish (notably catfish, loaches and cyprinids) and turtles
Barbel (fish), a common name for certain species of fish
Barbus barbus, a species of cyprinid native to Eurasia
Clarias gariepinus and related species of African catfish
USS Barbel (SS-316), a US Navy submarine launched in 1943
USS Barbel (SS-580), a US Navy submarine launched in 1958
Barbel class of submarines of which SS-580 was the lead ship"
80,이탈리아누치,,Barbus plebejus</em>,유입주의 생물,어류,Barbus plebejus,"The Italian barbel (Barbus plebejus) is a species of freshwater fish in the  family Cyprinidae, nearly related to the common barbel Barbus barbus. The name barbel derived from the Latin barba, meaning beard, a reference to the two pairs of barbels,  a longer pair pointing forwards and slightly down positioned, on the side of the mouth."
81,다섯가시댑싸리,Fivehook bassia,Bassia hyssopifolia</em> (Pall.) Kuntze,유입주의 생물,식물,Bassia hyssopifolia,"Bassia hyssopifolia is a species of flowering plant in the family Amaranthaceae, known by the common names five-horn smotherweed, five-hook bassia, and thorn orache. It is native to parts of Asia and Eastern Europe, and it is known on other continents as an introduced species, including North and South America and Australia. It is a weed, invasive at times.The Latin word hyssopifolia (which also occurs in several other plant names, for example that of Cuphea hyssopifolia) means ""hyssop-leafed""."
82,흰꽃장대냉이,Hoary alyssum,Berteroa incana</em> (L.) DC.,유입주의 생물,식물,Berteroa incana,"Berteroa incana is a species of flowering plant in the mustard family, Brassicaceae. Its common names include hoary alyssum, false hoary madwort, hoary berteroa, and hoary alison. It is a biennial herb native to Eurasia and it has been introduced to western Europe and North America. It is  listed as an invasive noxious weed in some areas of United States and Canada"
83,비와매치,Zezera,Biwia zezera</em>,유입주의 생물,어류,Biwia zezera,"Biwia zezera is a species of ray-finned fish in the genus Biwia found in Japan.


== References =="
84,녹색고양이눈뱀,Green cat snake,Boiga cyanea</em>,유입주의 생물,파충류,Boiga cyanea,"Boiga cyanea, commonly known as the Green cat snake, is a colubrid snake species found in South Asia, China and South-east Asia."
85,개이빨고양이눈뱀,Dog-tooth cat snake,Boiga cynodon</em>,유입주의 생물,파충류,Boiga cynodon,"Boiga cynodon, commonly known as the dog-toothed cat snake, is a nocturnal species of rear-fanged colubrid snake endemic to Asia."
86,호주갈색나무뱀,Brown tree snake,Boiga irregularis</em>,유입주의 생물,파충류,Boiga irregularis,"The brown tree snake (Boiga irregularis), also known as the brown catsnake, is an arboreal rear-fanged colubrid snake native to eastern and northern coastal Australia, eastern Indonesia (Sulawesi to Papua), Papua New Guinea, and many islands in northwestern Melanesia. This snake is infamous for being an invasive species responsible for extirpating the majority of the native bird population in Guam.  It is also one of the very few colubrids found in Australia, where elapids are more common."
87,검은머리고양이눈뱀,Black-headed cat snake,Boiga nigriceps</em>,유입주의 생물,파충류,Boiga nigriceps,Boiga nigriceps (black-headed cat snake) is a species of colubrid snake from South-East Asia. They are large snakes; adults may attain a total length of 1.75 m (5+1⁄2 ft).
88,유럽무당개구리,,Bombina bombina</em>,유입주의 생물,양서류,Bombina bombina,"The European fire-bellied toad (Bombina bombina) is a species of fire-bellied toad native to eastern parts of mainland Europe, where it can be found near waterbodies such as ponds and marshes. It is known for its red colored belly used to ward off predators, an example of aposematism, and its distinctive ""whoop"" call."
89,노란배무당개구리,,Bombina variegata</em>,유입주의 생물,양서류,Bombina variegata,"The yellow-bellied toad (Bombina variegata) belongs to the order Anura, the archaeobatrachial family Bombinatoridae, and the genus of fire-bellied toads. The toad is distributed mainly across western Europe as well as a handful of countries in eastern Europe. While the population of the toad is steadily decreasing over time, its numbers are not critical enough to be considered threatened or extinct. Conservation efforts in Germany are taking place to remedy the declining population before it is "
90,아프리카기장,Para grass,Brachiaria mutica</em>,유입주의 생물,식물,Brachiaria mutica,"Brachiaria mutica (Urochloa mutica) is a species of grass known by the common names para grass, buffalo grass, Mauritius signal grass, pasto pare, malojilla, gramalote, parana, Carib grass, and Scotch grass. Despite its common name California grass, it does not occur in California; it is native to northern and central Africa and parts of the Middle East, where it is cultivated for fodder. It was introduced elsewhere and it is now cultivated throughout tropical regions of the world for this purpo"
91,들참새귀리,,Bromus arvensis</em> L.,유입주의 생물,식물,Bromus arvensis,"Bromus arvensis, the field brome, is a brome grass native to Europe and Asia. The specific epithet arvensis is Latin, meaning ""of cultivated land""."
92,방울뱀참새귀리,,Bromus briziformis</em> Fisch. &amp; C.A.Mey.,유입주의 생물,식물,Bromus briziformis,"Bromus briziformis is a species of brome grass known by the common name rattlesnake brome. The specific epithet briziformis comes from the resemblance of the grass to grasses of the genus Briza, particularly Briza maxima. The common name is derived from the resemblance of the spikelets to the rattles of rattlesnakes. The grass has a diploid number of 14."
93,여우꼬리귀리,"Foxtail chess, Red brome, Foxtail brome",Bromus rubens</em> L.,유입주의 생물,식물,Bromus rubens,"Bromus madritensis is a species of brome grass known by the common name compact brome. The specific epithet madritensis refers to Madrid, Spain. It has a diploid number of 28.
There are two subspecies:

Bromus madritensis subsp. madritensis: panicles less dense, stem and leaf sheath less hairy
Bromus madritensis subsp. rubens (syn. Bromus rubens) – foxtail brome, foxtail chess, red brome: dense panicles and slightly hairy stems"
94,마다가스카르브들레아,Smokebush,Buddleja madagascariensis</em> Lam.,유입주의 생물,식물,Buddleja madagascariensis,"Smokebush may refer to

the plant genus Conospermum;
the plant genus Cotinus (as ""Smoke bush"");
the plant species Ptilotus obovatus;
the plant species Adenanthos sericeus, but only in the cut flower industry;
the plant species Buddleja madagascariensis.See also
Smoke tree"
95,동일본두꺼비,Japanese common toad,Bufo japonicus formosus</em>,유입주의 생물,양서류,Bufo japonicus formosus,"The Japanese common toad, Japanese warty toad or Japanese toad (Bufo praetextatus) is a species of toad in the family Bufonidae. It is endemic to Japan. Its natural habitats are subarctic forests, temperate forests, temperate shrubland, swamps, freshwater marshes, intermittent freshwater marshes, freshwater springs, arable land, rural gardens, urban areas, ponds, and irrigated land. Amplexus is the mating behaviour involved in the Japanese common toad during the breeding season."
96,서일본두꺼비,Japanese common toad,Bufo japonicus japonicus</em>,유입주의 생물,양서류,Bufo japonicus japonicus,"The Japanese common toad, Japanese warty toad or Japanese toad (Bufo praetextatus) is a species of toad in the family Bufonidae. It is endemic to Japan. Its natural habitats are subarctic forests, temperate forests, temperate shrubland, swamps, freshwater marshes, intermittent freshwater marshes, freshwater springs, arable land, rural gardens, urban areas, ponds, and irrigated land. Amplexus is the mating behaviour involved in the Japanese common toad during the breeding season."
97,텍사스두꺼비,Texas toad,Bufo speciosus</em>,유입주의 생물,양서류,Bufo speciosus,The Texas toad (Anaxyrus speciosus) is a species of medium-sized (to 9 cm (3.5 in)) toad that occurs in the southern United States and northern Mexico. It breeds in temporary water pools after heavy rains.
98,낙엽두꺼비,"Leaf litter toad, South american common toad",Bufo typhonius</em>,유입주의 생물,양서류,Bufo typhonius,
99,혹갓,"Hill mustard, Warty Cabbage, Turkish Rocket",Bunias orientalis</em> L.,유입주의 생물,식물,Bunias orientalis,"Bunias orientalis, the Turkish wartycabbage, warty-cabbage, hill mustard, or Turkish rocket, is an edible wild plant species in the genus Bunias.
It is classified as an invasive neophyte in most of Middle Europe and parts of North America.


== References =="
